"id","url","owner_id","name","forked_from","num_of_commits","head_id","base_id"
405757131,https://api.github.com/repos/akveo/ngx-admin/pulls/5663,58430878,ngx-admin,59652928,3,257123279,59652928
399451195,https://api.github.com/repos/akveo/ngx-admin/pulls/5643,32365517,ngx-admin,59652928,4,252478354,59652928
388368292,https://api.github.com/repos/akveo/ngx-admin/pulls/5613,7477749,ngx-admin,59652928,1,247317917,59652928
373381997,https://api.github.com/repos/akveo/ngx-admin/pulls/5599,7816474,ngx-admin,59652928,1,239618138,59652928
367205851,https://api.github.com/repos/akveo/ngx-admin/pulls/5592,6401095,ngx-admin,59652928,6,-1,59652928
366352487,https://api.github.com/repos/akveo/ngx-admin/pulls/5590,7822644,ngx-admin,59652928,1,235795795,59652928
356803845,https://api.github.com/repos/akveo/ngx-admin/pulls/5581,16858438,ngx-admin,59652928,1,230105854,59652928
345826336,https://api.github.com/repos/akveo/ngx-admin/pulls/5568,55496086,ngx-admin,59652928,7,224236968,59652928
340254023,https://api.github.com/repos/akveo/ngx-admin/pulls/5560,25280661,ngx-admin,59652928,2,-1,59652928
340247430,https://api.github.com/repos/akveo/ngx-admin/pulls/5558,25280661,ngx-admin,59652928,1,-1,59652928
336668913,https://api.github.com/repos/akveo/ngx-admin/pulls/5552,8707518,ngx-admin,59652928,8,219624925,59652928
334448914,https://api.github.com/repos/akveo/ngx-admin/pulls/5551,22526617,ngx-admin,59652928,1,218567560,59652928
692833174,https://api.github.com/repos/BIMSBbioinfo/guix-bimsb/pulls/7,12913701,guix-bimsb,31720950,1,151077985,31720950
226651696,https://api.github.com/repos/svsticky/sticky.tex/pulls/9,8876997,sticky.tex,30885282,2,154997311,30885282
132624791,https://api.github.com/repos/erlang/epmd/pulls/2,10137,epmd,54518153,1,-1,54518153
237123866,https://api.github.com/repos/phuhl/sheeshmacs/pulls/1,7389911,sheeshmacs,59788239,1,161030804,59788239
571068790,https://api.github.com/repos/JuliaGraphics/Graphics.jl/pulls/29,12679384,Graphics.jl,30609242,1,283073552,30609242
690115396,https://api.github.com/repos/JuliaIO/LightXML.jl/pulls/117,40074811,LightXML.jl,13259139,1,386008955,13259139
568382705,https://api.github.com/repos/JuliaIO/LightXML.jl/pulls/115,15519866,LightXML.jl,13259139,8,336287049,13259139
489219373,https://api.github.com/repos/JuliaIO/LightXML.jl/pulls/111,10413436,LightXML.jl,13259139,23,-1,13259139
345945819,https://api.github.com/repos/JuliaIO/LightXML.jl/pulls/105,18310331,LightXML.jl,13259139,1,224287645,13259139
54950401,https://api.github.com/repos/JuliaIO/LightXML.jl/pulls/42,8266283,LightXML.jl,13259139,1,48626805,13259139
28174803,https://api.github.com/repos/JuliaIO/LightXML.jl/pulls/19,3980,LightXML.jl,13259139,1,29953230,13259139
350985703,https://api.github.com/repos/joyent/triton/pulls/269,23692852,triton,23603175,1,23603175,23603175
329952727,https://api.github.com/repos/joyent/triton/pulls/257,2158817,triton,23603175,1,23603175,23603175
329948820,https://api.github.com/repos/joyent/triton/pulls/256,2158817,triton,23603175,1,23603175,23603175
41514851,https://api.github.com/repos/joyent/triton/pulls/172,7752363,triton,23603175,4,39543450,23603175
39966631,https://api.github.com/repos/joyent/triton/pulls/168,1409668,triton,23603175,1,39101423,23603175
102566065,https://api.github.com/repos/amirhmz/XamarinOld/pulls/3,20495183,XamarinOld,50035438,1,79616901,50035438
135064156,https://api.github.com/repos/justahero/pocketeer/pulls/37,207112,pocketeer,58809723,2,98974604,58809723
311031709,https://api.github.com/repos/circuitikz/circuitikz/pulls/269,6414907,circuitikz,7361446,1,155528128,7361446
302502996,https://api.github.com/repos/circuitikz/circuitikz/pulls/257,6414907,circuitikz,7361446,1,155528128,7361446
206230610,https://api.github.com/repos/yowcow/p6-Digest-MurmurHash3/pulls/10,500,p6-Digest-MurmurHash3,59444726,4,143600037,59444726
417538981,https://api.github.com/repos/ChrisRackauckas/GrowableArrays.jl/pulls/6,8378011,GrowableArrays.jl,59902499,2,263711277,59902499
120953576,https://api.github.com/repos/ChrisRackauckas/GrowableArrays.jl/pulls/1,130920,GrowableArrays.jl,59902499,1,-1,59902499
697557387,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1662,7432449,Documenter.jl,49297971,1,389863504,49297971
696496587,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1659,7488140,Documenter.jl,49297971,1,325160575,49297971
696390847,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1658,7488140,Documenter.jl,49297971,3,325160575,49297971
695246273,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1657,7488140,Documenter.jl,49297971,5,325160575,49297971
691989173,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1648,75576197,Documenter.jl,49297971,3,386893790,49297971
685348421,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1637,1282691,Documenter.jl,49297971,1,49297971,49297971
625159943,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1570,58472644,Documenter.jl,49297971,4,362446773,49297971
547882846,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1501,9527104,Documenter.jl,49297971,2,264727901,49297971
519065780,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1475,6437437,Documenter.jl,49297971,9,310570580,49297971
517136470,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1464,5237566,Documenter.jl,49297971,2,310837426,49297971
510723516,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1454,34682737,Documenter.jl,49297971,6,301827279,49297971
508518197,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1451,194764,Documenter.jl,49297971,1,115765712,49297971
507140325,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1447,5619885,Documenter.jl,49297971,2,305822027,49297971
489874371,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1419,26865436,Documenter.jl,49297971,5,297028658,49297971
488750518,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1417,26418354,Documenter.jl,49297971,3,271816872,49297971
467519765,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1401,10531698,Documenter.jl,49297971,8,280210334,49297971
457506568,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1377,32756941,Documenter.jl,49297971,1,281847556,49297971
439092115,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1352,1525481,Documenter.jl,49297971,5,-1,49297971
438905912,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1351,16418197,Documenter.jl,49297971,3,210066633,49297971
434737806,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1340,11379353,Documenter.jl,49297971,21,271606262,49297971
392772807,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1271,147757,Documenter.jl,49297971,17,49297971,49297971
385220357,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1254,147757,Documenter.jl,49297971,30,49297971,49297971
376336054,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1242,147757,Documenter.jl,49297971,11,49297971,49297971
315293676,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1125,1582097,Documenter.jl,49297971,2,151797276,49297971
308436894,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1100,35577566,Documenter.jl,49297971,1,203096655,49297971
297297773,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/1067,32143268,Documenter.jl,49297971,29,196698792,49297971
257735092,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/976,4471859,Documenter.jl,49297971,5,102350950,49297971
136560927,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/552,17228795,Documenter.jl,49297971,8,100721587,49297971
127513318,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/529,1525481,Documenter.jl,49297971,2,-1,49297971
124605970,https://api.github.com/repos/JuliaDocs/Documenter.jl/pulls/514,4098145,Documenter.jl,49297971,1,93729556,49297971
372721485,https://api.github.com/repos/ChrisRackauckas/CheckImports.jl/pulls/1,50554310,CheckImports.jl,59903772,1,239121581,59903772
372721485,https://api.github.com/repos/ChrisRackauckas/CheckImports.jl/pulls/1,50554310,CheckImports.jl,59903772,1,239121581,59903772
240798769,https://api.github.com/repos/dogamak/media_filename/pulls/1,1204690,media_filename,59913446,1,163008513,59913446
73801063,https://api.github.com/repos/MattJeanes/Safe-Space/pulls/13,13488011,Safe-Space,15538971,1,59963873,15538971
74180690,https://api.github.com/repos/franckverrot/Reader.ex/pulls/1,108369,Reader.ex,59928152,2,59928152,59928152
120953018,https://api.github.com/repos/ChrisRackauckas/ChunkedArrays.jl/pulls/1,130920,ChunkedArrays.jl,59929303,1,-1,59929303
292304608,https://api.github.com/repos/Tutuchan/fodr/pulls/10,30594988,fodr,59779584,1,193894327,59779584
136610412,https://api.github.com/repos/dibyatanoy/Bengali-Handwritten-Character-Recognition-Using-Convolutional-Neural-Networks/pulls/3,4655476,Bengali-Handwritten-Character-Recognition-Using-Convolutional-Neural-Networks,59935857,1,99787716,59935857
670276662,https://api.github.com/repos/erleans/pgo/pulls/51,85363537,pgo,59958463,2,377120126,59958463
599637592,https://api.github.com/repos/erleans/pgo/pulls/49,62238613,pgo,59958463,1,337480486,59958463
520631271,https://api.github.com/repos/erleans/pgo/pulls/44,36227,pgo,59958463,5,59958463,59958463
385056080,https://api.github.com/repos/ythecombinator/safadometro/pulls/115,303460,safadometro,47948272,1,60085842,47948272
209317318,https://api.github.com/repos/ythecombinator/safadometro/pulls/112,13797669,safadometro,47948272,1,145231448,47948272
157448345,https://api.github.com/repos/ythecombinator/safadometro/pulls/111,1977082,safadometro,47948272,1,112852452,47948272
156302166,https://api.github.com/repos/ythecombinator/safadometro/pulls/110,16385463,safadometro,47948272,2,-1,47948272
156000257,https://api.github.com/repos/ythecombinator/safadometro/pulls/109,9501115,safadometro,47948272,1,112814778,47948272
103430141,https://api.github.com/repos/ythecombinator/safadometro/pulls/106,8411562,safadometro,47948272,1,-1,47948272
64255075,https://api.github.com/repos/ythecombinator/safadometro/pulls/93,11577231,safadometro,47948272,1,-1,47948272
235823154,https://api.github.com/repos/365assistance/authy/pulls/7,368899,authy,59927191,1,160367235,59927191
468073655,https://api.github.com/repos/brynlewis/C-CDA_Viewer/pulls/8,30424,C-CDA_Viewer,58436029,2,287567463,58436029
468066269,https://api.github.com/repos/brynlewis/C-CDA_Viewer/pulls/7,30424,C-CDA_Viewer,58436029,1,287567463,58436029
87401153,https://api.github.com/repos/CreditCardsCom/swagger-play/pulls/3,122582,swagger-play,59583699,1,69610838,59583699
516570054,https://api.github.com/repos/ptrv/helm-smex/pulls/5,8685505,helm-smex,59997007,1,310527300,59997007
71967159,https://api.github.com/repos/huntlabs/libmemcached/pulls/1,4462337,libmemcached,58912608,1,60065899,58912608
695999016,https://api.github.com/repos/lest/prometheus-rpm/pulls/456,94115,prometheus-rpm,60008816,1,60008816,60008816
694036950,https://api.github.com/repos/loopbackio/loopback-connector-dashdb/pulls/102,29139614,loopback-connector-dashdb,59030535,1,59030535,59030535
333828472,https://api.github.com/repos/vc3/connectwise-rest-api/pulls/15,29210117,connectwise-rest-api,58958039,1,218367284,58958039
580202904,https://api.github.com/repos/HoGentTIN/bachproef-latex-sjabloon/pulls/23,23363437,bachproef-latex-sjabloon,60009641,1,-1,60009641
528982530,https://api.github.com/repos/HoGentTIN/bachproef-latex-sjabloon/pulls/22,47565225,bachproef-latex-sjabloon,60009641,1,316782692,60009641
287318265,https://api.github.com/repos/HoGentTIN/bachproef-latex-sjabloon/pulls/15,25819942,bachproef-latex-sjabloon,60009641,1,-1,60009641
284259728,https://api.github.com/repos/HoGentTIN/bachproef-latex-sjabloon/pulls/13,25928551,bachproef-latex-sjabloon,60009641,1,189716543,60009641
267564791,https://api.github.com/repos/HoGentTIN/bachproef-latex-sjabloon/pulls/12,15365152,bachproef-latex-sjabloon,60009641,1,-1,60009641
674735935,https://api.github.com/repos/conda-forge/suitesparse-feedstock/pulls/76,36490558,suitesparse-feedstock,60019757,2,125674874,60019757
651742291,https://api.github.com/repos/conda-forge/suitesparse-feedstock/pulls/74,36490558,suitesparse-feedstock,60019757,2,125674874,60019757
214556490,https://api.github.com/repos/cloudyr/limer/pulls/47,10184065,limer,36952700,1,148281122,36952700
617512179,https://api.github.com/repos/LnL7/nix-docker/pulls/37,65503,nix-docker,60030681,2,358921782,60030681
565307088,https://api.github.com/repos/LnL7/nix-docker/pulls/35,8219659,nix-docker,60030681,1,335008523,60030681
228951061,https://api.github.com/repos/LnL7/nix-docker/pulls/24,837312,nix-docker,60030681,2,156414734,60030681
202039115,https://api.github.com/repos/LnL7/nix-docker/pulls/19,2430469,nix-docker,60030681,1,-1,60030681
134279911,https://api.github.com/repos/LnL7/nix-docker/pulls/11,1332980,nix-docker,60030681,1,99400340,60030681
130751697,https://api.github.com/repos/LnL7/nix-docker/pulls/10,451835,nix-docker,60030681,2,97385394,60030681
660508940,https://api.github.com/repos/JuliaIntervals/IntervalConstraintProgramming.jl/pulls/192,41898282,IntervalConstraintProgramming.jl,55748801,1,55748801,55748801
659633243,https://api.github.com/repos/JuliaIntervals/IntervalConstraintProgramming.jl/pulls/191,41898282,IntervalConstraintProgramming.jl,55748801,1,55748801,55748801
632102049,https://api.github.com/repos/JuliaIntervals/IntervalConstraintProgramming.jl/pulls/190,41898282,IntervalConstraintProgramming.jl,55748801,1,55748801,55748801
434941239,https://api.github.com/repos/JuliaIntervals/IntervalConstraintProgramming.jl/pulls/166,191822,IntervalConstraintProgramming.jl,55748801,2,55748801,55748801
361294809,https://api.github.com/repos/JuliaIntervals/IntervalConstraintProgramming.jl/pulls/155,31127446,IntervalConstraintProgramming.jl,55748801,1,-1,55748801
280139207,https://api.github.com/repos/JuliaIntervals/IntervalConstraintProgramming.jl/pulls/142,31127446,IntervalConstraintProgramming.jl,55748801,1,-1,55748801
203602190,https://api.github.com/repos/JuliaIntervals/IntervalConstraintProgramming.jl/pulls/100,26198993,IntervalConstraintProgramming.jl,55748801,11,138219616,55748801
200737319,https://api.github.com/repos/JuliaIntervals/IntervalConstraintProgramming.jl/pulls/97,26198993,IntervalConstraintProgramming.jl,55748801,7,138219616,55748801
693602900,https://api.github.com/repos/albuch/sbt-dependency-check/pulls/200,43047562,sbt-dependency-check,49488462,1,211291138,49488462
687587428,https://api.github.com/repos/albuch/sbt-dependency-check/pulls/199,43047562,sbt-dependency-check,49488462,1,211291138,49488462
677401299,https://api.github.com/repos/albuch/sbt-dependency-check/pulls/198,43047562,sbt-dependency-check,49488462,1,211291138,49488462
667045767,https://api.github.com/repos/albuch/sbt-dependency-check/pulls/195,43047562,sbt-dependency-check,49488462,3,211291138,49488462
102670346,https://api.github.com/repos/effervescentia/typed-riot/pulls/5,23040076,typed-riot,60042291,2,60042291,60042291
93998612,https://api.github.com/repos/Fresheyeball/elm-guards/pulls/1,4688326,elm-guards,60051073,1,73937500,60051073
120231164,https://api.github.com/repos/DFreds/code-peek-atom/pulls/35,11878569,code-peek-atom,60055135,2,60055135,60055135
119539280,https://api.github.com/repos/DFreds/code-peek-atom/pulls/30,2925726,code-peek-atom,60055135,3,90669083,60055135
169612398,https://api.github.com/repos/luakit/luakit/pulls/677,11452776,luakit,824451,1,119946160,824451
144308618,https://api.github.com/repos/luakit/luakit/pulls/549,740073,luakit,824451,11,105593195,824451
182855299,https://api.github.com/repos/dominiek/deep-base/pulls/1,20302046,deep-base,60065726,4,120684398,60065726
139954033,https://api.github.com/repos/polachok/netmap-rs/pulls/7,499678,netmap-rs,60068926,1,60076022,60068926
541603835,https://api.github.com/repos/chlab/pycharm-django-live-templates/pulls/4,64286838,pycharm-django-live-templates,60074976,3,321814542,60074976
73930953,https://api.github.com/repos/pjgg/spark-redshift-proofOfConcept/pulls/1,3541131,spark-redshift-proofOfConcept,60075328,1,60075328,60075328
146693373,https://api.github.com/repos/Edzelf/ESP-IR/pulls/2,3095424,ESP-IR,60098189,1,-1,60098189
25680675,https://api.github.com/repos/iu-parfunc/HSBencher/pulls/74,274582,HSBencher,2718291,4,2718291,2718291
